id,snapshot_id,sheet_name,row_index,payload_json
wr_masterfile_neraca_27,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,27,"[""INVESTASI DALAM ENTITAS ASOSIASI"", "" 26,694,336 "", "" 19,075,171 "", "" 28,012,457 "", "" 35,933,457 "", "" 16,511,528 "", "" 16,511,528 "", "" 37,433,457 "", "" 37,433,457 "", "" 37,433,457 "", "" 37,433,457 "", "" 37,403,139 "", "" 34,335,524 "", "" 31,305,205 "", "" 28,305,205 "", "" 25,305,205 "", "" 25,305,205 "", "" 25,305,205 "", "" 25,305,205 "", "" 25,305,205 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_28,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,28,"[""KENDARAAN UNTUK DISEWAKAN"", "" 7,661,510 "", "" 8,541,160 "", "" 8,541,160 "", "" 8,541,160 "", "" 8,541,160 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 7,661,510 "", "" 6,709,410 "", "" 6,709,410 "", "" 6,709,410 "", "" 6,709,410 "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_29,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,29,"[""AKUMULASI PENYUSUTAN"", "" (7,661,510)"", "" (5,938,107)"", "" (6,481,387)"", "" (8,541,160)"", "" (8,541,160)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (7,661,510)"", "" (6,709,410)"", "" (6,709,410)"", "" (6,709,410)"", "" (6,709,410)"", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_30,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,30,"[""NILAI BUKU"", "" -   "", "" 2,603,053 "", "" 2,059,773 "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_31,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,31,"[""ASET TETAP"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_32,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,32,"[""HARGA PEROLEHAN AKTIVA TETAP"", "" 306,126,748 "", "" 264,504,609 "", "" 265,411,988 "", "" 280,915,196 "", "" 281,436,355 "", "" 282,775,704 "", "" 283,902,475 "", "" 284,109,014 "", "" 284,385,790 "", "" 284,498,777 "", "" 283,796,888 "", "" 283,588,172 "", "" 283,475,113 "", "" 283,610,740 "", "" 283,690,539 "", "" 283,863,180 "", "" 283,971,929 "", "" 287,421,269 "", "" 289,650,647 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_33,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,33,"[""AKUMULASI PENYUSUTAN"", "" (89,662,126)"", "" (56,068,246)"", "" (63,016,041)"", "" (71,268,188)"", "" (71,653,302)"", "" (73,286,521)"", "" (74,410,624)"", "" (75,184,515)"", "" (76,050,598)"", "" (77,304,208)"", "" (77,292,415)"", "" (76,087,111)"", "" (76,664,594)"", "" (76,665,484)"", "" (77,445,588)"", "" (78,221,791)"", "" (78,993,876)"", "" (83,265,484)"", "" (84,064,449)"", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_34,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,34,"[""NILAI BUKU"", "" 216,464,622 "", "" 208,436,363 "", "" 202,395,947 "", "" 209,647,008 "", "" 209,783,053 "", "" 209,489,183 "", "" 209,491,851 "", "" 208,924,498 "", "" 208,335,192 "", "" 207,194,569 "", "" 206,504,473 "", "" 207,501,060 "", "" 206,810,520 "", "" 206,945,256 "", "" 206,244,951 "", "" 205,641,389 "", "" 204,978,053 "", "" 204,155,785 "", "" 205,586,198 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_35,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,35,"[""AKTIVA LAIN-LAIN"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_36,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,36,"[""ASET PIUTANG LAIN"", "" 167,556,600 "", null, null, null, null, null, null, null, null, null, "" -   "", null, null, null, null, "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_37,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,37,"[""ASET DALAM PENYELESAIAN"", "" 3,000,000 "", null, "" 3,636,447 "", "" 4,152,116 "", "" 4,577,542 "", "" 5,741,891 "", "" 6,103,994 "", "" 6,275,081 "", "" 7,017,770 "", "" 7,092,125 "", "" 8,591,574 "", "" 7,108,467 "", "" 7,530,088 "", "" 6,298,045 "", "" 6,329,506 "", "" 6,456,822 "", "" 6,594,267 "", "" 6,746,167 "", "" 4,868,754 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_38,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,38,"[""RENOVASI BANGUNAN YANG DISEWA"", "" - "", "" 219,688 "", "" 80,938 "", "" -   "", "" -   "", "" -   "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", "" - "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_39,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,39,"[""UANG JAMINAN PROYEK"", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", "" 120,000 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_40,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,40,"[""JAMINAN BANK GARANSI"", "" 23,594 "", "" 23,594 "", "" 244,774 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", "" 23,594 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_41,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,41,"[""TOTAL AKTIVA"", "" 1,062,714,353 "", "" 1,011,646,314 "", "" 1,087,092,314 "", "" 1,128,082,786 "", "" 1,171,161,117 "", "" 1,204,397,115 "", "" 1,150,159,871 "", "" 1,075,604,985 "", "" 1,060,320,887 "", "" 1,066,689,487 "", "" 1,049,009,380 "", "" 1,067,192,682 "", "" 1,194,991,615 "", "" 1,226,825,702 "", "" 1,139,108,539 "", "" 1,036,175,038 "", "" 1,044,075,480 "", "" 1,273,018,650 "", "" 1,290,518,418 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_42,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,42,"[""TOTAL PASIVA"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_43,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,43,"[""KEWAJIBAN LANCAR"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_44,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,44,"[""HUTANG PAJAK"", "" 9,681,205 "", "" 51,615,820 "", "" 40,460,979 "", "" 45,664,944 "", "" 6,241,819 "", "" 6,086,065 "", "" 67,335,512 "", "" 6,442,572 "", "" 4,938,380 "", "" 7,732,661 "", "" 5,188,624 "", "" 5,325,221 "", "" 7,484,373 "", "" 6,708,934 "", "" 8,822,396 "", "" 4,673,688 "", "" 8,439,276 "", "" 8,403,674 "", "" 18,746,938 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_45,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,45,"[""BY YMH DIBAYAR BPJS DAN DPLK"", "" 17,541,682 "", "" 13,767,257 "", "" 59,911,163 "", "" 3,617,824 "", "" 3,745,447 "", "" 12,231,492 "", "" 3,716,543 "", "" 9,529,915 "", "" 645,540 "", "" 8,986,880 "", "" 3,831,212 "", "" 668,097 "", "" 13,598,631 "", "" 5,394,162 "", "" 5,046,504 "", "" 1,816,941 "", "" 15,626,891 "", "" 16,503,651 "", "" 15,489,619 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_46,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,46,"[""HUTANG DIVIDEN"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" - "", "" -   "", "" 80,124,101 "", "" (0)"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_47,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,47,"[""BIAYA YANG MASIH HARUS DIBAYAR"", "" 76,514,030 "", "" 77,182,059 "", "" 96,996,525 "", "" 77,507,769 "", "" 77,412,751 "", "" 79,373,354 "", "" 49,575,274 "", "" 49,985,804 "", "" 49,328,322 "", "" 45,971,052 "", "" 49,511,079 "", "" 44,392,111 "", "" 39,647,273 "", "" 41,200,125 "", "" 65,980,607 "", "" 60,300,423 "", "" 53,270,298 "", "" 58,312,431 "", "" 53,819,809 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_48,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,48,"[""PINJAMAN MODAL KERJA"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" 50,000,000 "", "" 104,500,000 "", "" 80,000,000 "", "" 54,000,000 "", "" 65,000,000 "", "" 171,356,365 "", "" 199,871,941 "", "" 85,000,000 "", "" -   "", "" -   "", "" 205,000,000 "", "" 240,000,000 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_49,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,49,"[""PINJAMAN KE PEMEGANG SAHAM"", "" -   "", "" -   "", null, "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_50,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,50,"[""KEWAJIBAN LANCAR LAINNYA"", "" 74,449,826 "", "" 57,732,228 "", "" 2,084,337 "", "" 48,542,063 "", "" 48,639,148 "", "" 53,022,877 "", "" 19,239,407 "", "" 17,634,553 "", "" 23,222,554 "", "" 30,402,722 "", "" 33,778,293 "", "" 37,448,797 "", "" 39,660,063 "", "" 46,627,442 "", "" 52,822,794 "", "" 45,300,574 "", "" 49,566,258 "", "" 54,359,286 "", "" 18,546,907 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_51,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,51,"[""TOTAL KEWAJIBAN LANCAR"", "" 178,186,742 "", "" 200,297,364 "", "" 199,453,003 "", "" 175,332,601 "", "" 136,039,165 "", "" 150,713,788 "", "" 139,866,736 "", "" 213,716,945 "", "" 182,634,796 "", "" 173,093,315 "", "" 146,309,207 "", "" 152,834,226 "", "" 271,746,704 "", "" 299,802,604 "", "" 217,672,301 "", "" 112,091,626 "", "" 126,902,724 "", "" 342,579,043 "", "" 346,603,273 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_52,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,52,"[""TOTAL KEWAJIBAN TIDAK LANCAR"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_53,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,53,"[""KEWAJIBAN JANGKA PANJANG"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_54,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,54,"[""PINJAMAN KI DARI Klien"", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", "" -   "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_55,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,55,"[""KEWAJIBAN IMBALAN PASCA KERJA"", "" 128,671,704 "", "" 202,441,777 "", "" 202,909,961 "", "" 202,675,982 "", "" 201,907,780 "", "" 201,907,780 "", "" 202,660,432 "", "" 202,660,432 "", "" 202,660,432 "", "" 202,660,432 "", "" 195,799,476 "", "" 188,802,755 "", "" 182,671,704 "", "" 165,911,038 "", "" 138,768,327 "", "" 110,686,968 "", "" 93,765,425 "", "" 88,682,635 "", "" 81,938,290 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_56,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,56,"[""TOTAL KEWAJIBAN JANGKA PANJANG"", "" 128,671,704 "", "" 202,441,777 "", "" 202,909,961 "", "" 202,675,982 "", "" 201,907,780 "", "" 201,907,780 "", "" 202,660,432 "", "" 202,660,432 "", "" 202,660,432 "", "" 202,660,432 "", "" 195,799,476 "", "" 188,802,755 "", "" 182,671,704 "", "" 165,911,038 "", "" 138,768,327 "", "" 110,686,968 "", "" 93,765,425 "", "" 88,682,635 "", "" 81,938,290 "", null, null, null, null, null, null, null, null, null]"
wr_masterfile_neraca_57,snapshot_istantoro_2022_mar_2026,MASTERFILE NERACA,57,"[""EKUITAS"", null, "" -   "", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
