id,snapshot_id,period,period_type,year,month,segment,component_name,category,actual,target
cm_2025_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,Management Fee,pendapatan,218946915366.0,229465754050.0
cm_2025_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,Operasional Tenaga Kerja,pendapatan,270478158.0,299869511.0
cm_2025_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,Medical & Pengobatan,pendapatan,1147596996.0,1257714675.0
cm_2025_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,Rapel,pendapatan,7935705520.0,8563052335.0
cm_2025_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,Bahan & Alat,pendapatan,16041783940.0,18023797338.0
cm_2025_01_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,210664771907.0,234869699598.0
cm_2025_01_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Insentif & Bonus,pendapatan,800241497.0,879831354.0
cm_2025_01_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Seragam & Reliver,pendapatan,3020093050.0,3358567526.0
cm_2025_01_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,12504766.0,14277744.0
cm_2025_01_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,16866237500.0,18200211444.0
cm_2025_01_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,3042591252.0,3229730485.0
cm_2025_01_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Pengganti Sementara,pendapatan,20292542367.0,22018138878.0
cm_2025_01_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_01_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Management Fee,pendapatan,18637254289.0,20000002279.0
cm_2025_01_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,139846.0,156628.0
cm_2025_01_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Medical & Pengobatan,pendapatan,116282521.0,121907359.0
cm_2025_01_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Rapel,pendapatan,444569090.0,527024925.0
cm_2025_01_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,Bahan & Alat,pendapatan,1707250257.0,1988432074.0
cm_2025_02_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,213558547562.0,243492835159.0
cm_2025_02_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Insentif & Bonus,pendapatan,695161581.0,754622927.0
cm_2025_02_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Seragam & Reliver,pendapatan,3222878746.0,3425526813.0
cm_2025_02_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,13969156.0,14688864.0
cm_2025_02_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,8457614110.0,9629246548.0
cm_2025_02_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,3170120971.0,3609933193.0
cm_2025_02_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Pengganti Sementara,pendapatan,19919071238.0,21452087091.0
cm_2025_02_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_02_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Management Fee,pendapatan,18456411520.0,20199366977.0
cm_2025_02_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,560541.0,624807.0
cm_2025_02_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Medical & Pengobatan,pendapatan,111917126.0,128976268.0
cm_2025_02_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Rapel,pendapatan,871461742.0,922521034.0
cm_2025_02_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,Bahan & Alat,pendapatan,1743778688.0,1924263178.0
cm_2025_03_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,196225381407.0,148705307937.0
cm_2025_03_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Insentif & Bonus,pendapatan,67270375003.0,51527411858.0
cm_2025_03_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Seragam & Reliver,pendapatan,3246594933.0,2320693699.0
cm_2025_03_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,1631861.0,1137522.0
cm_2025_03_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,8550547083.0,6194407983.0
cm_2025_03_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,101496109847.0,71611049551.0
cm_2025_03_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Pengganti Sementara,pendapatan,16121160585.0,11631690305.0
cm_2025_03_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_03_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Management Fee,pendapatan,19020609281.0,13916825386.0
cm_2025_03_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,1180391.0,820899.0
cm_2025_03_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Medical & Pengobatan,pendapatan,144389186.0,105194673.0
cm_2025_03_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Rapel,pendapatan,1211757872.0,882676318.0
cm_2025_03_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-03,monthly,2025,3.0,MPO - TAD,Bahan & Alat,pendapatan,1315117694.0,942494084.0
cm_2025_04_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,192881869066.0,232256111724.0
cm_2025_04_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Insentif & Bonus,pendapatan,4260115812.0,4706848702.0
cm_2025_04_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Seragam & Reliver,pendapatan,2934491816.0,3507059026.0
cm_2025_04_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,2521037.0,2840982.0
cm_2025_04_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,7553735464.0,9138994914.0
cm_2025_04_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,2870938305.0,3582987964.0
cm_2025_04_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Pengganti Sementara,pendapatan,17860256203.0,22850349528.0
cm_2025_04_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_04_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Management Fee,pendapatan,17572348511.0,20182406455.0
cm_2025_04_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,641180.0,766197.0
cm_2025_04_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Medical & Pengobatan,pendapatan,94770555.0,111456825.0
cm_2025_04_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Rapel,pendapatan,793759677.0,920938839.0
cm_2025_04_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-04,monthly,2025,4.0,MPO - TAD,Bahan & Alat,pendapatan,1384429068.0,1533177824.0
cm_2025_05_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,195049968531.0,233947110595.0
cm_2025_05_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Insentif & Bonus,pendapatan,882729543.0,1015202117.0
cm_2025_05_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Seragam & Reliver,pendapatan,3411662701.0,3853754183.0
cm_2025_05_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,4844264.0,5749356.0
cm_2025_05_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,7413761117.0,8470293391.0
cm_2025_05_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,2845561093.0,3288431073.0
cm_2025_05_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Pengganti Sementara,pendapatan,19403385873.0,22374325636.0
cm_2025_05_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_05_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Management Fee,pendapatan,16560258949.0,20351635215.0
cm_2025_05_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,3606797.0,4529857.0
cm_2025_05_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Medical & Pengobatan,pendapatan,93120224.0,107549698.0
cm_2025_05_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Rapel,pendapatan,644504602.0,766878563.0
cm_2025_05_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-05,monthly,2025,5.0,MPO - TAD,Bahan & Alat,pendapatan,1367441175.0,1582028738.0
cm_2025_06_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,203843740867.0,240525313112.0
cm_2025_06_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Insentif & Bonus,pendapatan,1439976599.0,1754463527.0
cm_2025_06_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Seragam & Reliver,pendapatan,2902066353.0,3520419927.0
cm_2025_06_mpo_tad_rekrutmen_pendidikan_pembinaan_hubungan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,"Rekrutmen, Pendidikan, Pembinaan & Hubungan",pendapatan,1735117.0,1906584.0
cm_2025_06_mpo_tad_pesangon_dplk_kompensasi_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,"Pesangon, DPLK, Kompensasi",pendapatan,9560957103.0,10743468397.0
cm_2025_06_mpo_tad_thr_hari_keagamaan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,THR & Hari Keagamaan,pendapatan,2311979193.0,2693268520.0
cm_2025_06_mpo_tad_pengganti_sementara_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Pengganti Sementara,pendapatan,21486701861.0,24970344703.0
cm_2025_06_mpo_tad_tender_koreksi_lainnya_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,"Tender, Koreksi & Lainnya",pendapatan,0.0,0.0
cm_2025_06_mpo_tad_management_fee_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Management Fee,pendapatan,16776995499.0,20062925758.0
cm_2025_06_mpo_tad_operasional_tenaga_kerja_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Operasional Tenaga Kerja,pendapatan,747506.0,847555.0
cm_2025_06_mpo_tad_medical_pengobatan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Medical & Pengobatan,pendapatan,100728481.0,121299591.0
cm_2025_06_mpo_tad_rapel_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Rapel,pendapatan,601445910.0,687541028.0
cm_2025_06_mpo_tad_bahan_alat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-06,monthly,2025,6.0,MPO - TAD,Bahan & Alat,pendapatan,1316541064.0,1581000695.0
cm_2025_07_mpo_tad_upah_gaji_tunjangan_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,"Upah, Gaji & Tunjangan",pendapatan,196845539043.0,233436154870.0
cm_2025_07_mpo_tad_insentif_bonus_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,Insentif & Bonus,pendapatan,661050810.0,839268794.0
cm_2025_07_mpo_tad_seragam_reliver_pendapatan,snapshot_istantoro_2022_mar_2026,2025-07,monthly,2025,7.0,MPO - TAD,Seragam & Reliver,pendapatan,2942560225.0,3619771386.0
