id,snapshot_id,period,period_type,year,month,segment,category,actual,target
fm_2022_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,KPO - TRAINING,pendapatan_non_operasional,5234136.0,1382741.0
fm_2022_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,KPO - TRAINING,beban_non_operasional,561663.0,592049.0
fm_2022_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,KPO - TRAINING,laba_usaha,504054753.0,458181631.0
fm_2022_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2022,annual,2022,,KPO - TRAINING,laba_sebelum_pajak,481403189.0,454684628.0
fm_2023_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,pendapatan,2963250337924.0,3008111212722.0
fm_2023_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,beban_operasional,2610747444487.0,2817930516213.0
fm_2023_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,pendapatan_non_operasional,11146836963.0,7685287611.0
fm_2023_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,beban_non_operasional,943951106.0,1547884856.0
fm_2023_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,laba_usaha,242829113712.0,208352507199.0
fm_2023_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - TAD,laba_sebelum_pajak,250262723010.0,218939135422.0
fm_2023_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,pendapatan,48570892747.0,50615349197.0
fm_2023_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,beban_operasional,12483673238.0,9760785575.0
fm_2023_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,pendapatan_non_operasional,200546732.0,131596200.0
fm_2023_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,beban_non_operasional,15173840.0,26947526.0
fm_2023_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,laba_usaha,35151069019.0,40530107722.0
fm_2023_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,MPO - RAB,laba_sebelum_pajak,36695779007.0,42537875461.0
fm_2023_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,pendapatan,312083498451.0,197044468933.0
fm_2023_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,beban_operasional,281858431230.0,126442615594.0
fm_2023_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,pendapatan_non_operasional,1269741031.0,510531891.0
fm_2023_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,beban_non_operasional,102502943.0,103671174.0
fm_2023_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,laba_usaha,55484272193.0,64112471315.0
fm_2023_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,BPO,laba_sebelum_pajak,57865182282.0,65357941862.0
fm_2023_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,pendapatan,17498042626.0,17359543186.0
fm_2023_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,beban_operasional,14960606617.0,14629010358.0
fm_2023_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,pendapatan_non_operasional,72483092.0,42705515.0
fm_2023_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,beban_non_operasional,5514548.0,8661126.0
fm_2023_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,laba_usaha,2055812362.0,2611609525.0
fm_2023_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - DIKLAT,laba_sebelum_pajak,2113402094.0,2664303273.0
fm_2023_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,pendapatan,10682029298.0,2199011151.0
fm_2023_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,beban_operasional,7146880571.0,1444951761.0
fm_2023_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,pendapatan_non_operasional,40319459.0,5563282.0
fm_2023_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,beban_non_operasional,3160614.0,1145885.0
fm_2023_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,laba_usaha,3551673193.0,706898811.0
fm_2023_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2023,annual,2023,,KPO - TRAINING,laba_sebelum_pajak,3694009009.0,720692083.0
fm_2024_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,pendapatan,3286509379384.0,3108362152818.0
fm_2024_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,beban_operasional,2969549677401.0,2923589092893.0
fm_2024_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,pendapatan_non_operasional,13163013621.0,7842658061.0
fm_2024_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,beban_non_operasional,458042734.0,1590107773.0
fm_2024_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,laba_usaha,278238244781.0,208180273096.0
fm_2024_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - TAD,laba_sebelum_pajak,298016373274.0,218763135546.0
fm_2024_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,pendapatan,30131513253.0,51624019284.0
fm_2024_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,beban_operasional,15750407402.0,9688868451.0
fm_2024_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,pendapatan_non_operasional,114744557.0,129747595.0
fm_2024_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,beban_non_operasional,4582730.0,26446990.0
fm_2024_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,laba_usaha,16400012062.0,40481987367.0
fm_2024_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,MPO - RAB,laba_sebelum_pajak,15596346321.0,41341095764.0
fm_2024_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,pendapatan,303436658102.0,192158386531.0
fm_2024_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,beban_operasional,266961769389.0,128354911378.0
fm_2024_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,pendapatan_non_operasional,1249382830.0,487947278.0
fm_2024_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,beban_non_operasional,45656329.0,103487069.0
fm_2024_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,laba_usaha,62062869987.0,66216326224.0
fm_2024_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,BPO,laba_sebelum_pajak,58979160348.0,66956659034.0
fm_2024_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,pendapatan,20559940037.0,17342125167.0
fm_2024_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,beban_operasional,17467499645.0,14412953687.0
fm_2024_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,pendapatan_non_operasional,82873134.0,42450604.0
fm_2024_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,beban_non_operasional,2951957.0,8834474.0
fm_2024_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,laba_usaha,2644341407.0,2645779364.0
fm_2024_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - DIKLAT,laba_sebelum_pajak,2646122145.0,2706051680.0
fm_2024_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,pendapatan,5548324534.0,2174565103.0
fm_2024_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,beban_operasional,3353252752.0,1423862992.0
fm_2024_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,pendapatan_non_operasional,22182970.0,5503479.0
fm_2024_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,beban_non_operasional,801601.0,1119844.0
fm_2024_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,laba_usaha,2329126723.0,733477687.0
fm_2024_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2024,annual,2024,,KPO - TRAINING,laba_sebelum_pajak,2256907971.0,734665203.0
fm_2025_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,pendapatan,3212094572453.0,3581556094085.0
fm_2025_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,beban_operasional,3094134645455.0,3400939229444.0
fm_2025_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,pendapatan_non_operasional,11986640507.0,13513268898.0
fm_2025_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,beban_non_operasional,1341136586.0,653206821.0
fm_2025_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,laba_usaha,317973756668.0,300905271626.0
fm_2025_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - TAD,laba_sebelum_pajak,319735541830.0,314348513532.0
fm_2025_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,pendapatan,35923525267.0,53882323967.0
fm_2025_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,beban_operasional,17879285383.0,23084270110.0
fm_2025_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,pendapatan_non_operasional,119443415.0,199547821.0
fm_2025_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,beban_non_operasional,13747040.0,9921913.0
fm_2025_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,laba_usaha,16996695889.0,30541816791.0
fm_2025_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,MPO - RAB,laba_sebelum_pajak,18188116019.0,32091860229.0
fm_2025_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,pendapatan,228196246941.0,445488531299.0
fm_2025_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,beban_operasional,210183482787.0,373991794364.0
fm_2025_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,pendapatan_non_operasional,846605734.0,1689462943.0
fm_2025_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,beban_non_operasional,90491566.0,86381483.0
fm_2025_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,laba_usaha,22307490019.0,81610918791.0
fm_2025_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,BPO,laba_sebelum_pajak,23823485861.0,84648566775.0
fm_2025_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,pendapatan,18385945512.0,26751634625.0
fm_2025_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,beban_operasional,14410562284.0,23037867619.0
fm_2025_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,pendapatan_non_operasional,64726744.0,98547533.0
fm_2025_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,beban_non_operasional,7288651.0,4710273.0
fm_2025_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,laba_usaha,4016884851.0,3406628650.0
fm_2025_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - DIKLAT,laba_sebelum_pajak,4030438034.0,3603276487.0
fm_2025_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,pendapatan,9220331998.0,9189408414.0
fm_2025_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,beban_operasional,8210466840.0,6425277806.0
fm_2025_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,pendapatan_non_operasional,32799601.0,33440890.0
fm_2025_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,beban_non_operasional,3518435.0,1623992.0
fm_2025_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,laba_usaha,1228966830.0,2596458183.0
fm_2025_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025,annual,2025,,KPO - TRAINING,laba_sebelum_pajak,1215508950.0,2538221495.0
fm_2025_01_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,pendapatan,280223200668.0,297877426531.0
fm_2025_01_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,beban_operasional,263965296631.0,274141238187.0
fm_2025_01_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,pendapatan_non_operasional,1300309486.0,1119514957.0
fm_2025_01_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,beban_non_operasional,30191910.0,54451101.0
fm_2025_01_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,laba_usaha,17468225840.0,25095560680.0
fm_2025_01_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - TAD,laba_sebelum_pajak,19109446873.0,26930496229.0
fm_2025_01_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,pendapatan,5843069255.0,4501868168.0
fm_2025_01_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,beban_operasional,3405286991.0,1973239210.0
fm_2025_01_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,pendapatan_non_operasional,26227475.0,16596238.0
fm_2025_01_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,beban_non_operasional,655123.0,836679.0
fm_2025_01_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,laba_usaha,2356628171.0,2601103446.0
fm_2025_01_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,MPO - RAB,laba_sebelum_pajak,2336403989.0,2541895431.0
fm_2025_01_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,pendapatan,23312159435.0,37709848998.0
fm_2025_01_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,beban_operasional,20397060578.0,30437589252.0
fm_2025_01_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,pendapatan_non_operasional,123283602.0,137841331.0
fm_2025_01_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,beban_non_operasional,2750922.0,7201639.0
fm_2025_01_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,laba_usaha,3506183951.0,6888775176.0
fm_2025_01_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,BPO,laba_sebelum_pajak,3688250936.0,7229506587.0
fm_2025_01_kpo_diklat_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,pendapatan,1138472281.0,2136308059.0
fm_2025_01_kpo_diklat_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,beban_operasional,1060974399.0,1899081804.0
fm_2025_01_kpo_diklat_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,pendapatan_non_operasional,5882870.0,8184808.0
fm_2025_01_kpo_diklat_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,beban_non_operasional,130071.0,400594.0
fm_2025_01_kpo_diklat_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,laba_usaha,140998878.0,289110567.0
fm_2025_01_kpo_diklat_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - DIKLAT,laba_sebelum_pajak,143609473.0,295692738.0
fm_2025_01_kpo_training_pendapatan,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,pendapatan,207987202.0,739781318.0
fm_2025_01_kpo_training_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,beban_operasional,164007532.0,547374803.0
fm_2025_01_kpo_training_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,pendapatan_non_operasional,1046853.0,2829863.0
fm_2025_01_kpo_training_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,beban_non_operasional,24570.0,140970.0
fm_2025_01_kpo_training_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,laba_usaha,38768380.0,208128680.0
fm_2025_01_kpo_training_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-01,monthly,2025,1.0,KPO - TRAINING,laba_sebelum_pajak,40678994.0,218552260.0
fm_2025_02_mpo_tad_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,pendapatan,284386020569.0,308980510942.0
fm_2025_02_mpo_tad_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,beban_operasional,246822555138.0,270106414242.0
fm_2025_02_mpo_tad_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,pendapatan_non_operasional,1067700783.0,1089898450.0
fm_2025_02_mpo_tad_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,beban_non_operasional,16747448.0,56105999.0
fm_2025_02_mpo_tad_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,laba_usaha,20770277374.0,25804022916.0
fm_2025_02_mpo_tad_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - TAD,laba_sebelum_pajak,20359466561.0,27301626916.0
fm_2025_02_mpo_rab_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,pendapatan,1830450370.0,4461143295.0
fm_2025_02_mpo_rab_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,beban_operasional,1092778631.0,1998456131.0
fm_2025_02_mpo_rab_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,pendapatan_non_operasional,7099400.0,16644299.0
fm_2025_02_mpo_rab_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,beban_non_operasional,112934.0,820723.0
fm_2025_02_mpo_rab_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,laba_usaha,724844650.0,2543732754.0
fm_2025_02_mpo_rab_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,MPO - RAB,laba_sebelum_pajak,751550608.0,2661440081.0
fm_2025_02_bpo_pendapatan,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,pendapatan,27395110257.0,38460681381.0
fm_2025_02_bpo_beban_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,beban_operasional,23303691784.0,31163282940.0
fm_2025_02_bpo_pendapatan_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,pendapatan_non_operasional,105042787.0,140350627.0
fm_2025_02_bpo_beban_non_operasional,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,beban_non_operasional,1714402.0,7154308.0
fm_2025_02_bpo_laba_usaha,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,laba_usaha,3745158043.0,6918057871.0
fm_2025_02_bpo_laba_sebelum_pajak,snapshot_istantoro_2022_mar_2026,2025-02,monthly,2025,2.0,BPO,laba_sebelum_pajak,3798447351.0,7232370444.0
